time,node,decisions
1000,pop0,0
1000,pop1,0
1000,pop2,3752
1000,pop3,4141
1000,pop4,231
1000,pop5,248
1000,pop6,304
1000,pop7,339
1000,pop8,980
1000,pop9,919
1000,pop10,647
1000,pop11,2271
1000,pop12,2
1000,pop13,3
1000,pop14,918
1000,pop15,1922
1000,pop16,1090
1000,pop17,2122
1000,pop18,661
1000,pop19,839
1000,pop20,5095
1000,pop21,406
1000,pop22,334
1000,pop23,479
1000,pop24,1502
1000,pop25,1415
1000,pop26,717
1000,pop27,2233
1000,pop28,236
1000,pop29,3207
1000,pop30,0
1000,pop31,1116
1000,pop32,1331
1000,pop33,2821
1000,pop34,595
1000,pop35,1542
1000,pop36,1768
1000,pop37,933
1000,pop38,962
1000,pop39,1604
1000,pop40,1677
1000,pop41,6384
1000,pop42,952
1000,pop43,791
1000,pop44,5816
1000,pop45,3059
1000,pop46,220
1000,pop47,0
1000,pop48,411
1000,pop49,2203
1000,pop50,295
1000,pop51,2868
1000,pop52,226
1000,pop53,456
1000,pop54,613
1000,pop55,6
1000,pop56,105
1000,pop57,130
1000,pop58,1527
1000,pop59,256
1000,pop60,1
1000,pop61,3653
1000,pop62,1625
1000,pop63,224
1000,pop64,2306
1000,pop65,272
1000,pop66,1160
1000,pop67,2476
1000,pop68,598
1000,pop69,3
1000,pop70,3497
1000,pop71,915
1000,pop72,1511
1000,pop73,625
1000,pop74,9
1000,pop75,1318
1000,pop76,449
1000,pop77,1778
1000,pop78,798
1000,pop79,1766
1000,pop80,1411
1000,pop81,3926
1000,pop82,771
1000,pop83,2
1000,pop84,232
1000,pop85,1038
1000,pop86,1278
1000,pop87,2688
1000,pop88,1062
1000,pop89,1237
1000,pop90,638
1000,pop91,877
1000,pop92,654
1000,pop93,671
1000,pop94,3293
1000,pop95,1277
1000,pop96,35
1000,pop97,2170
1000,pop98,1612
1000,pop99,2130
1000,pop100,1822
1000,pop101,863
1000,pop102,1865
1000,pop103,3531
1000,pop104,417
1000,pop105,3098
1000,pop106,2311
1000,pop107,3940
1000,pop108,4829
1000,pop109,1662
1000,pop110,3290
1000,pop111,919
1000,pop112,1537
1000,pop113,1085
1000,pop114,2525
1000,pop115,1490
1000,pop116,2423
1000,pop117,602
1000,pop118,192
1000,pop119,417
1000,pop120,4318
1000,pop121,2221
1000,pop122,270
1000,pop123,2337
1000,pop124,4846
1000,pop125,6080
1000,pop126,2996
1000,pop127,2134
1000,pop128,3937
1000,pop129,3482
1000,pop130,7911
1000,pop131,7192
1000,pop132,2088
1000,pop133,1651
1000,pop134,898
1000,pop135,1581
1000,pop136,470
1000,pop137,735
1000,pop138,1687
1000,pop139,2976
1000,pop140,1391
1000,pop141,5825
1000,pop142,2435
1000,pop143,221
1000,pop144,3895
1000,pop145,603
1000,pop146,233
1000,pop147,224
1000,pop148,1350
