time,node,decisions
1000,pop0,0
1000,pop1,223
1000,pop2,3961
1000,pop3,4832
1000,pop4,1676
1000,pop5,1502
1000,pop6,784
1000,pop7,710
1000,pop8,722
1000,pop9,534
1000,pop10,439
1000,pop11,1094
1000,pop12,614
1000,pop13,226
1000,pop14,527
1000,pop15,4844
1000,pop16,2530
1000,pop17,2797
1000,pop18,1667
1000,pop19,1422
1000,pop20,8364
1000,pop21,1274
1000,pop22,2413
1000,pop23,1081
1000,pop24,1772
1000,pop25,2344
1000,pop26,1679
1000,pop27,2560
1000,pop28,891
1000,pop29,4159
1000,pop30,198
1000,pop31,1721
1000,pop32,748
1000,pop33,2206
1000,pop34,1430
1000,pop35,958
1000,pop36,651
1000,pop37,808
1000,pop38,2112
1000,pop39,522
1000,pop40,975
1000,pop41,6113
1000,pop42,1011
1000,pop43,1124
1000,pop44,5759
1000,pop45,4450
1000,pop46,200
1000,pop47,2
1000,pop48,1813
1000,pop49,1127
1000,pop50,426
1000,pop51,3696
1000,pop52,472
1000,pop53,412
1000,pop54,578
1000,pop55,578
1000,pop56,1041
1000,pop57,856
1000,pop58,3596
1000,pop59,1328
1000,pop60,3
1000,pop61,4043
1000,pop62,2476
1000,pop63,242
1000,pop64,925
1000,pop65,561
1000,pop66,663
1000,pop67,605
1000,pop68,507
1000,pop69,11
1000,pop70,4546
1000,pop71,706
1000,pop72,2643
1000,pop73,1248
1000,pop74,236
1000,pop75,303
1000,pop76,854
1000,pop77,2948
1000,pop78,1315
1000,pop79,2341
1000,pop80,2770
1000,pop81,3088
1000,pop82,1562
1000,pop83,268
1000,pop84,597
1000,pop85,1385
1000,pop86,1446
1000,pop87,2412
1000,pop88,490
1000,pop89,484
1000,pop90,1304
1000,pop91,1621
1000,pop92,2445
1000,pop93,3716
1000,pop94,5746
1000,pop95,2024
1000,pop96,2341
1000,pop97,1663
1000,pop98,1053
1000,pop99,3536
1000,pop100,1756
1000,pop101,909
1000,pop102,855
1000,pop103,4415
1000,pop104,584
1000,pop105,1421
1000,pop106,3819
1000,pop107,2966
1000,pop108,973
1000,pop109,1589
1000,pop110,2869
1000,pop111,296
1000,pop112,1527
1000,pop113,2085
1000,pop114,2516
1000,pop115,805
1000,pop116,2863
1000,pop117,1515
1000,pop118,1083
1000,pop119,722
1000,pop120,5117
1000,pop121,2408
1000,pop122,628
1000,pop123,5913
1000,pop124,6628
1000,pop125,8038
1000,pop126,1655
1000,pop127,2678
1000,pop128,4458
1000,pop129,3080
1000,pop130,5428
1000,pop131,9685
1000,pop132,4128
1000,pop133,5127
1000,pop134,1647
1000,pop135,865
1000,pop136,0
1000,pop137,1195
1000,pop138,1491
1000,pop139,3303
1000,pop140,2655
1000,pop141,7091
1000,pop142,3741
1000,pop143,510
1000,pop144,5376
1000,pop145,1586
1000,pop146,813
1000,pop147,1005
1000,pop148,4716
