time,node,decisions
1000,pop0,400
1000,pop1,111
1000,pop2,956
1000,pop3,982
1000,pop4,642
1000,pop5,272
1000,pop6,28
1000,pop7,28
1000,pop8,32
1000,pop9,35
1000,pop10,836
1000,pop11,448
1000,pop12,0
1000,pop13,360
1000,pop14,764
1000,pop15,3142
1000,pop16,2322
1000,pop17,2482
1000,pop18,927
1000,pop19,626
1000,pop20,3994
1000,pop21,107
1000,pop22,217
1000,pop23,164
1000,pop24,1044
1000,pop25,917
1000,pop26,119
1000,pop27,395
1000,pop28,1501
1000,pop29,986
1000,pop30,132
1000,pop31,1354
1000,pop32,937
1000,pop33,397
1000,pop34,2136
1000,pop35,2985
1000,pop36,246
1000,pop37,135
1000,pop38,415
1000,pop39,260
1000,pop40,675
1000,pop41,2038
1000,pop42,625
1000,pop43,600
1000,pop44,345
1000,pop45,357
1000,pop46,0
1000,pop47,1457
1000,pop48,124
1000,pop49,354
1000,pop50,907
1000,pop51,2027
1000,pop52,471
1000,pop53,465
1000,pop54,2271
1000,pop55,217
1000,pop56,985
1000,pop57,908
1000,pop58,502
1000,pop59,615
1000,pop60,150
1000,pop61,1629
1000,pop62,1433
1000,pop63,224
1000,pop64,596
1000,pop65,247
1000,pop66,596
1000,pop67,2166
1000,pop68,2303
1000,pop69,0
1000,pop70,1484
1000,pop71,288
1000,pop72,2625
1000,pop73,1822
1000,pop74,379
1000,pop75,135
1000,pop76,391
1000,pop77,628
1000,pop78,2360
1000,pop79,2357
1000,pop80,448
1000,pop81,2381
1000,pop82,130
1000,pop83,3
1000,pop84,0
1000,pop85,254
1000,pop86,2264
1000,pop87,1579
1000,pop88,12
1000,pop89,11
1000,pop90,415
1000,pop91,878
1000,pop92,1152
1000,pop93,3479
1000,pop94,3624
1000,pop95,1259
1000,pop96,849
1000,pop97,439
1000,pop98,360
1000,pop99,842
1000,pop100,635
1000,pop101,1006
1000,pop102,1178
1000,pop103,1011
1000,pop104,207
1000,pop105,262
1000,pop106,8
1000,pop107,1153
1000,pop108,368
1000,pop109,900
1000,pop110,1966
1000,pop111,266
1000,pop112,337
1000,pop113,1810
1000,pop114,600
1000,pop115,293
1000,pop116,1822
1000,pop117,489
1000,pop118,466
1000,pop119,456
1000,pop120,3210
1000,pop121,1354
1000,pop122,370
1000,pop123,2465
1000,pop124,3592
1000,pop125,3146
1000,pop126,585
1000,pop127,507
1000,pop128,782
1000,pop129,2529
1000,pop130,5161
1000,pop131,3672
1000,pop132,2492
1000,pop133,545
1000,pop134,1161
1000,pop135,217
1000,pop136,0
1000,pop137,927
1000,pop138,886
1000,pop139,538
1000,pop140,1973
1000,pop141,5001
1000,pop142,1755
1000,pop143,0
1000,pop144,2090
1000,pop145,1679
1000,pop146,2562
1000,pop147,361
1000,pop148,660
