time,node,decisions
1000,pop0,147
1000,pop1,0
1000,pop2,2955
1000,pop3,1982
1000,pop4,0
1000,pop5,0
1000,pop6,0
1000,pop7,0
1000,pop8,0
1000,pop9,351
1000,pop10,360
1000,pop11,2081
1000,pop12,137
1000,pop13,168
1000,pop14,654
1000,pop15,813
1000,pop16,337
1000,pop17,2123
1000,pop18,357
1000,pop19,1089
1000,pop20,6151
1000,pop21,453
1000,pop22,796
1000,pop23,507
1000,pop24,2810
1000,pop25,2973
1000,pop26,434
1000,pop27,627
1000,pop28,98
1000,pop29,1505
1000,pop30,0
1000,pop31,546
1000,pop32,531
1000,pop33,2594
1000,pop34,413
1000,pop35,528
1000,pop36,807
1000,pop37,203
1000,pop38,351
1000,pop39,374
1000,pop40,917
1000,pop41,1967
1000,pop42,1003
1000,pop43,659
1000,pop44,1499
1000,pop45,1654
1000,pop46,0
1000,pop47,132
1000,pop48,4
1000,pop49,254
1000,pop50,1121
1000,pop51,360
1000,pop52,1923
1000,pop53,1797
1000,pop54,99
1000,pop55,336
1000,pop56,904
1000,pop57,1188
1000,pop58,1805
1000,pop59,1160
1000,pop60,237
1000,pop61,3082
1000,pop62,1316
1000,pop63,232
1000,pop64,52
1000,pop65,1098
1000,pop66,916
1000,pop67,1229
1000,pop68,1
1000,pop69,0
1000,pop70,2451
1000,pop71,2939
1000,pop72,871
1000,pop73,558
1000,pop74,227
1000,pop75,201
1000,pop76,337
1000,pop77,726
1000,pop78,257
1000,pop79,1810
1000,pop80,2867
1000,pop81,3374
1000,pop82,255
1000,pop83,893
1000,pop84,1599
1000,pop85,209
1000,pop86,1536
1000,pop87,460
1000,pop88,2717
1000,pop89,2848
1000,pop90,1169
1000,pop91,160
1000,pop92,1683
1000,pop93,1612
1000,pop94,3815
1000,pop95,430
1000,pop96,407
1000,pop97,953
1000,pop98,1157
1000,pop99,7
1000,pop100,1736
1000,pop101,1229
1000,pop102,1342
1000,pop103,790
1000,pop104,134
1000,pop105,138
1000,pop106,429
1000,pop107,343
1000,pop108,138
1000,pop109,289
1000,pop110,366
1000,pop111,1162
1000,pop112,1303
1000,pop113,111
1000,pop114,83
1000,pop115,83
1000,pop116,191
1000,pop117,406
1000,pop118,1408
1000,pop119,2276
1000,pop120,1452
1000,pop121,109
1000,pop122,203
1000,pop123,5451
1000,pop124,4453
1000,pop125,4918
1000,pop126,52
1000,pop127,573
1000,pop128,1648
1000,pop129,4017
1000,pop130,4787
1000,pop131,6025
1000,pop132,2056
1000,pop133,3623
1000,pop134,767
1000,pop135,314
1000,pop136,0
1000,pop137,437
1000,pop138,487
1000,pop139,1629
1000,pop140,1485
1000,pop141,3728
1000,pop142,2485
1000,pop143,2525
1000,pop144,3927
1000,pop145,556
1000,pop146,313
1000,pop147,308
1000,pop148,4354
