time,node,decisions
1000,pop0,229
1000,pop1,579
1000,pop2,1097
1000,pop3,1233
1000,pop4,592
1000,pop5,556
1000,pop6,884
1000,pop7,899
1000,pop8,1166
1000,pop9,1350
1000,pop10,248
1000,pop11,774
1000,pop12,10
1000,pop13,2
1000,pop14,2051
1000,pop15,2095
1000,pop16,1359
1000,pop17,3525
1000,pop18,0
1000,pop19,567
1000,pop20,4765
1000,pop21,523
1000,pop22,606
1000,pop23,424
1000,pop24,1228
1000,pop25,605
1000,pop26,953
1000,pop27,1293
1000,pop28,325
1000,pop29,43
1000,pop30,0
1000,pop31,757
1000,pop32,1534
1000,pop33,675
1000,pop34,709
1000,pop35,1563
1000,pop36,1501
1000,pop37,802
1000,pop38,8
1000,pop39,861
1000,pop40,414
1000,pop41,1831
1000,pop42,249
1000,pop43,244
1000,pop44,1261
1000,pop45,834
1000,pop46,275
1000,pop47,4
1000,pop48,141
1000,pop49,271
1000,pop50,705
1000,pop51,2313
1000,pop52,474
1000,pop53,466
1000,pop54,253
1000,pop55,242
1000,pop56,517
1000,pop57,414
1000,pop58,1014
1000,pop59,486
1000,pop60,6
1000,pop61,1153
1000,pop62,1317
1000,pop63,215
1000,pop64,831
1000,pop65,0
1000,pop66,376
1000,pop67,258
1000,pop68,0
1000,pop69,2
1000,pop70,2049
1000,pop71,587
1000,pop72,786
1000,pop73,823
1000,pop74,1
1000,pop75,566
1000,pop76,6
1000,pop77,1685
1000,pop78,249
1000,pop79,1720
1000,pop80,2052
1000,pop81,1147
1000,pop82,380
1000,pop83,18
1000,pop84,271
1000,pop85,412
1000,pop86,1741
1000,pop87,988
1000,pop88,404
1000,pop89,209
1000,pop90,8
1000,pop91,1072
1000,pop92,1067
1000,pop93,1161
1000,pop94,4240
1000,pop95,894
1000,pop96,1061
1000,pop97,251
1000,pop98,292
1000,pop99,1514
1000,pop100,403
1000,pop101,432
1000,pop102,620
1000,pop103,1620
1000,pop104,465
1000,pop105,300
1000,pop106,1628
1000,pop107,711
1000,pop108,307
1000,pop109,1433
1000,pop110,1340
1000,pop111,7
1000,pop112,220
1000,pop113,928
1000,pop114,2544
1000,pop115,2619
1000,pop116,2329
1000,pop117,1420
1000,pop118,57
1000,pop119,46
1000,pop120,2709
1000,pop121,1951
1000,pop122,8
1000,pop123,1687
1000,pop124,4571
1000,pop125,4527
1000,pop126,56
1000,pop127,921
1000,pop128,1659
1000,pop129,3017
1000,pop130,3310
1000,pop131,5704
1000,pop132,3283
1000,pop133,1522
1000,pop134,139
1000,pop135,333
1000,pop136,593
1000,pop137,16
1000,pop138,12
1000,pop139,832
1000,pop140,1810
1000,pop141,4773
1000,pop142,667
1000,pop143,297
1000,pop144,4494
1000,pop145,502
1000,pop146,18
1000,pop147,21
1000,pop148,1193
