time,node,decisions
1000,pop0,234
1000,pop1,1037
1000,pop2,3325
1000,pop3,2940
1000,pop4,1033
1000,pop5,496
1000,pop6,490
1000,pop7,539
1000,pop8,1430
1000,pop9,946
1000,pop10,901
1000,pop11,625
1000,pop12,262
1000,pop13,0
1000,pop14,1571
1000,pop15,1551
1000,pop16,1470
1000,pop17,6156
1000,pop18,397
1000,pop19,931
1000,pop20,7536
1000,pop21,977
1000,pop22,982
1000,pop23,869
1000,pop24,3012
1000,pop25,1746
1000,pop26,1273
1000,pop27,2975
1000,pop28,630
1000,pop29,1194
1000,pop30,623
1000,pop31,1356
1000,pop32,1073
1000,pop33,2221
1000,pop34,902
1000,pop35,814
1000,pop36,2026
1000,pop37,727
1000,pop38,526
1000,pop39,2300
1000,pop40,1494
1000,pop41,2919
1000,pop42,613
1000,pop43,876
1000,pop44,1890
1000,pop45,2481
1000,pop46,469
1000,pop47,1111
1000,pop48,280
1000,pop49,1422
1000,pop50,910
1000,pop51,3520
1000,pop52,979
1000,pop53,1403
1000,pop54,12
1000,pop55,860
1000,pop56,516
1000,pop57,619
1000,pop58,2852
1000,pop59,1246
1000,pop60,2
1000,pop61,2675
1000,pop62,4132
1000,pop63,446
1000,pop64,1417
1000,pop65,627
1000,pop66,916
1000,pop67,1393
1000,pop68,227
1000,pop69,217
1000,pop70,6542
1000,pop71,582
1000,pop72,1744
1000,pop73,1213
1000,pop74,237
1000,pop75,947
1000,pop76,345
1000,pop77,1523
1000,pop78,2405
1000,pop79,1028
1000,pop80,666
1000,pop81,3872
1000,pop82,1820
1000,pop83,455
1000,pop84,0
1000,pop85,2371
1000,pop86,682
1000,pop87,3586
1000,pop88,497
1000,pop89,1168
1000,pop90,1307
1000,pop91,1699
1000,pop92,1921
1000,pop93,3226
1000,pop94,5336
1000,pop95,2634
1000,pop96,2245
1000,pop97,724
1000,pop98,415
1000,pop99,1996
1000,pop100,1555
1000,pop101,1018
1000,pop102,995
1000,pop103,2313
1000,pop104,3
1000,pop105,1535
1000,pop106,1782
1000,pop107,1634
1000,pop108,1174
1000,pop109,3392
1000,pop110,2130
1000,pop111,605
1000,pop112,1475
1000,pop113,809
1000,pop114,2162
1000,pop115,577
1000,pop116,1541
1000,pop117,2600
1000,pop118,1141
1000,pop119,2039
1000,pop120,5981
1000,pop121,980
1000,pop122,529
1000,pop123,2284
1000,pop124,5244
1000,pop125,7200
1000,pop126,1612
1000,pop127,1826
1000,pop128,4059
1000,pop129,2557
1000,pop130,5892
1000,pop131,8991
1000,pop132,4032
1000,pop133,4750
1000,pop134,3064
1000,pop135,1065
1000,pop136,584
1000,pop137,969
1000,pop138,1381
1000,pop139,1515
1000,pop140,5138
1000,pop141,5757
1000,pop142,1984
1000,pop143,471
1000,pop144,5937
1000,pop145,2160
1000,pop146,827
1000,pop147,829
1000,pop148,2508
