time,node,decisions
1000,pop0,244
1000,pop1,437
1000,pop2,1225
1000,pop3,1263
1000,pop4,1746
1000,pop5,1624
1000,pop6,1331
1000,pop7,1147
1000,pop8,1489
1000,pop9,2656
1000,pop10,784
1000,pop11,3158
1000,pop12,358
1000,pop13,8
1000,pop14,1296
1000,pop15,524
1000,pop16,2234
1000,pop17,1423
1000,pop18,2571
1000,pop19,697
1000,pop20,7137
1000,pop21,3499
1000,pop22,2173
1000,pop23,2025
1000,pop24,1142
1000,pop25,1669
1000,pop26,1390
1000,pop27,2197
1000,pop28,763
1000,pop29,1372
1000,pop30,0
1000,pop31,1639
1000,pop32,1238
1000,pop33,3174
1000,pop34,1390
1000,pop35,1401
1000,pop36,1061
1000,pop37,832
1000,pop38,796
1000,pop39,1150
1000,pop40,1675
1000,pop41,7418
1000,pop42,1295
1000,pop43,1071
1000,pop44,3579
1000,pop45,2045
1000,pop46,391
1000,pop47,399
1000,pop48,3478
1000,pop49,1233
1000,pop50,1493
1000,pop51,3520
1000,pop52,947
1000,pop53,1142
1000,pop54,790
1000,pop55,527
1000,pop56,909
1000,pop57,1244
1000,pop58,4902
1000,pop59,707
1000,pop60,212
1000,pop61,6425
1000,pop62,3199
1000,pop63,326
1000,pop64,1063
1000,pop65,493
1000,pop66,1410
1000,pop67,2992
1000,pop68,308
1000,pop69,293
1000,pop70,5586
1000,pop71,1461
1000,pop72,2355
1000,pop73,1393
1000,pop74,175
1000,pop75,738
1000,pop76,625
1000,pop77,1611
1000,pop78,618
1000,pop79,3127
1000,pop80,3170
1000,pop81,4439
1000,pop82,832
1000,pop83,1
1000,pop84,1
1000,pop85,951
1000,pop86,4943
1000,pop87,1865
1000,pop88,1323
1000,pop89,1393
1000,pop90,2462
1000,pop91,2330
1000,pop92,3193
1000,pop93,2198
1000,pop94,3223
1000,pop95,3065
1000,pop96,3157
1000,pop97,781
1000,pop98,3831
1000,pop99,3634
1000,pop100,1147
1000,pop101,4832
1000,pop102,3810
1000,pop103,3160
1000,pop104,0
1000,pop105,4357
1000,pop106,691
1000,pop107,7837
1000,pop108,4222
1000,pop109,1962
1000,pop110,5309
1000,pop111,771
1000,pop112,1811
1000,pop113,3124
1000,pop114,3945
1000,pop115,2866
1000,pop116,7645
1000,pop117,3079
1000,pop118,1958
1000,pop119,2101
1000,pop120,7050
1000,pop121,4706
1000,pop122,272
1000,pop123,3041
1000,pop124,2483
1000,pop125,6093
1000,pop126,1291
1000,pop127,1577
1000,pop128,1775
1000,pop129,4903
1000,pop130,8185
1000,pop131,6454
1000,pop132,1767
1000,pop133,2830
1000,pop134,311
1000,pop135,1035
1000,pop136,359
1000,pop137,1237
1000,pop138,1707
1000,pop139,3615
1000,pop140,3492
1000,pop141,3439
1000,pop142,3027
1000,pop143,217
1000,pop144,4714
1000,pop145,316
1000,pop146,516
1000,pop147,591
1000,pop148,2102
