time,node,decisions
1000,pop0,0
1000,pop1,2117
1000,pop2,663
1000,pop3,2002
1000,pop4,301
1000,pop5,327
1000,pop6,1042
1000,pop7,293
1000,pop8,292
1000,pop9,290
1000,pop10,137
1000,pop11,1187
1000,pop12,182
1000,pop13,169
1000,pop14,286
1000,pop15,1283
1000,pop16,566
1000,pop17,2611
1000,pop18,1083
1000,pop19,2693
1000,pop20,1669
1000,pop21,48
1000,pop22,48
1000,pop23,59
1000,pop24,1760
1000,pop25,521
1000,pop26,48
1000,pop27,3924
1000,pop28,235
1000,pop29,1820
1000,pop30,214
1000,pop31,304
1000,pop32,1244
1000,pop33,506
1000,pop34,1462
1000,pop35,1086
1000,pop36,402
1000,pop37,111
1000,pop38,310
1000,pop39,806
1000,pop40,660
1000,pop41,3228
1000,pop42,1229
1000,pop43,1120
1000,pop44,368
1000,pop45,367
1000,pop46,137
1000,pop47,0
1000,pop48,368
1000,pop49,478
1000,pop50,250
1000,pop51,1156
1000,pop52,445
1000,pop53,457
1000,pop54,370
1000,pop55,300
1000,pop56,282
1000,pop57,74
1000,pop58,634
1000,pop59,516
1000,pop60,0
1000,pop61,1000
1000,pop62,1294
1000,pop63,0
1000,pop64,479
1000,pop65,563
1000,pop66,851
1000,pop67,941
1000,pop68,0
1000,pop69,219
1000,pop70,4101
1000,pop71,32
1000,pop72,1943
1000,pop73,1234
1000,pop74,102
1000,pop75,272
1000,pop76,314
1000,pop77,1203
1000,pop78,146
1000,pop79,1178
1000,pop80,517
1000,pop81,1594
1000,pop82,658
1000,pop83,0
1000,pop84,77
1000,pop85,302
1000,pop86,856
1000,pop87,236
1000,pop88,32
1000,pop89,222
1000,pop90,1873
1000,pop91,1367
1000,pop92,1539
1000,pop93,1120
1000,pop94,3028
1000,pop95,712
1000,pop96,408
1000,pop97,169
1000,pop98,2041
1000,pop99,918
1000,pop100,1008
1000,pop101,1998
1000,pop102,2624
1000,pop103,1087
1000,pop104,221
1000,pop105,1025
1000,pop106,1
1000,pop107,1890
1000,pop108,878
1000,pop109,1363
1000,pop110,2932
1000,pop111,1690
1000,pop112,1798
1000,pop113,3053
1000,pop114,3241
1000,pop115,2607
1000,pop116,3505
1000,pop117,411
1000,pop118,1789
1000,pop119,494
1000,pop120,5772
1000,pop121,2425
1000,pop122,112
1000,pop123,2342
1000,pop124,3775
1000,pop125,6578
1000,pop126,1527
1000,pop127,570
1000,pop128,718
1000,pop129,1401
1000,pop130,3143
1000,pop131,6508
1000,pop132,1532
1000,pop133,3087
1000,pop134,70
1000,pop135,1952
1000,pop136,1507
1000,pop137,1048
1000,pop138,1004
1000,pop139,1228
1000,pop140,2648
1000,pop141,3547
1000,pop142,2039
1000,pop143,159
1000,pop144,3759
1000,pop145,10
1000,pop146,500
1000,pop147,2568
1000,pop148,3269
