time,node,decisions
1000,pop0,378
1000,pop1,0
1000,pop2,2018
1000,pop3,1643
1000,pop4,975
1000,pop5,815
1000,pop6,599
1000,pop7,890
1000,pop8,286
1000,pop9,602
1000,pop10,0
1000,pop11,1464
1000,pop12,190
1000,pop13,230
1000,pop14,748
1000,pop15,429
1000,pop16,1518
1000,pop17,3359
1000,pop18,474
1000,pop19,507
1000,pop20,5589
1000,pop21,344
1000,pop22,489
1000,pop23,373
1000,pop24,3650
1000,pop25,1647
1000,pop26,923
1000,pop27,1068
1000,pop28,392
1000,pop29,612
1000,pop30,239
1000,pop31,682
1000,pop32,1289
1000,pop33,2139
1000,pop34,1742
1000,pop35,1456
1000,pop36,1441
1000,pop37,374
1000,pop38,114
1000,pop39,1400
1000,pop40,818
1000,pop41,4097
1000,pop42,1503
1000,pop43,1569
1000,pop44,2164
1000,pop45,1767
1000,pop46,0
1000,pop47,774
1000,pop48,1292
1000,pop49,1185
1000,pop50,1259
1000,pop51,2661
1000,pop52,201
1000,pop53,293
1000,pop54,389
1000,pop55,368
1000,pop56,552
1000,pop57,1012
1000,pop58,2151
1000,pop59,392
1000,pop60,313
1000,pop61,3972
1000,pop62,2077
1000,pop63,0
1000,pop64,1439
1000,pop65,234
1000,pop66,1116
1000,pop67,1382
1000,pop68,14
1000,pop69,4
1000,pop70,2184
1000,pop71,1295
1000,pop72,1951
1000,pop73,1171
1000,pop74,186
1000,pop75,593
1000,pop76,562
1000,pop77,945
1000,pop78,910
1000,pop79,3092
1000,pop80,798
1000,pop81,4000
1000,pop82,158
1000,pop83,0
1000,pop84,0
1000,pop85,196
1000,pop86,3245
1000,pop87,2278
1000,pop88,1284
1000,pop89,608
1000,pop90,305
1000,pop91,882
1000,pop92,763
1000,pop93,442
1000,pop94,5532
1000,pop95,965
1000,pop96,19
1000,pop97,81
1000,pop98,1758
1000,pop99,2689
1000,pop100,770
1000,pop101,1612
1000,pop102,1565
1000,pop103,2941
1000,pop104,216
1000,pop105,558
1000,pop106,2741
1000,pop107,2242
1000,pop108,386
1000,pop109,932
1000,pop110,3577
1000,pop111,232
1000,pop112,2168
1000,pop113,1740
1000,pop114,970
1000,pop115,295
1000,pop116,1799
1000,pop117,2228
1000,pop118,32
1000,pop119,23
1000,pop120,2547
1000,pop121,1757
1000,pop122,375
1000,pop123,2223
1000,pop124,3463
1000,pop125,4904
1000,pop126,1362
1000,pop127,1301
1000,pop128,2597
1000,pop129,3450
1000,pop130,4141
1000,pop131,5743
1000,pop132,2851
1000,pop133,1674
1000,pop134,4021
1000,pop135,152
1000,pop136,8
1000,pop137,972
1000,pop138,1206
1000,pop139,901
1000,pop140,2619
1000,pop141,3217
1000,pop142,1321
1000,pop143,171
1000,pop144,4278
1000,pop145,955
1000,pop146,979
1000,pop147,241
1000,pop148,1950
