time,node,decisions
1000,pop0,444
1000,pop1,7
1000,pop2,1134
1000,pop3,1251
1000,pop4,440
1000,pop5,1133
1000,pop6,592
1000,pop7,688
1000,pop8,654
1000,pop9,701
1000,pop10,244
1000,pop11,472
1000,pop12,678
1000,pop13,0
1000,pop14,831
1000,pop15,256
1000,pop16,2124
1000,pop17,1763
1000,pop18,1663
1000,pop19,911
1000,pop20,4698
1000,pop21,353
1000,pop22,462
1000,pop23,345
1000,pop24,321
1000,pop25,262
1000,pop26,454
1000,pop27,802
1000,pop28,1944
1000,pop29,2766
1000,pop30,475
1000,pop31,284
1000,pop32,1010
1000,pop33,718
1000,pop34,1004
1000,pop35,1263
1000,pop36,71
1000,pop37,1597
1000,pop38,1215
1000,pop39,249
1000,pop40,1272
1000,pop41,3274
1000,pop42,212
1000,pop43,220
1000,pop44,1769
1000,pop45,3028
1000,pop46,0
1000,pop47,0
1000,pop48,46
1000,pop49,2398
1000,pop50,82
1000,pop51,3641
1000,pop52,952
1000,pop53,557
1000,pop54,3489
1000,pop55,945
1000,pop56,359
1000,pop57,284
1000,pop58,620
1000,pop59,566
1000,pop60,611
1000,pop61,1009
1000,pop62,354
1000,pop63,494
1000,pop64,991
1000,pop65,1290
1000,pop66,1050
1000,pop67,380
1000,pop68,833
1000,pop69,223
1000,pop70,3042
1000,pop71,58
1000,pop72,1108
1000,pop73,1152
1000,pop74,495
1000,pop75,72
1000,pop76,1242
1000,pop77,1935
1000,pop78,285
1000,pop79,2131
1000,pop80,1968
1000,pop81,829
1000,pop82,1807
1000,pop83,143
1000,pop84,512
1000,pop85,581
1000,pop86,1483
1000,pop87,2126
1000,pop88,57
1000,pop89,58
1000,pop90,3061
1000,pop91,2960
1000,pop92,1104
1000,pop93,653
1000,pop94,2871
1000,pop95,845
1000,pop96,481
1000,pop97,133
1000,pop98,747
1000,pop99,3675
1000,pop100,246
1000,pop101,883
1000,pop102,1224
1000,pop103,1822
1000,pop104,221
1000,pop105,1366
1000,pop106,46
1000,pop107,1589
1000,pop108,1351
1000,pop109,1983
1000,pop110,2609
1000,pop111,3372
1000,pop112,1891
1000,pop113,221
1000,pop114,1795
1000,pop115,1316
1000,pop116,2233
1000,pop117,932
1000,pop118,1836
1000,pop119,249
1000,pop120,1080
1000,pop121,1858
1000,pop122,1120
1000,pop123,1581
1000,pop124,3950
1000,pop125,4026
1000,pop126,1250
1000,pop127,1130
1000,pop128,1576
1000,pop129,1645
1000,pop130,3180
1000,pop131,5467
1000,pop132,1752
1000,pop133,1165
1000,pop134,3604
1000,pop135,229
1000,pop136,0
1000,pop137,897
1000,pop138,1047
1000,pop139,1328
1000,pop140,3623
1000,pop141,5429
1000,pop142,2580
1000,pop143,520
1000,pop144,4361
1000,pop145,1859
1000,pop146,232
1000,pop147,0
1000,pop148,1431
