time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,8,0,0,8,0,0,0,2.625,0,0.0,0,0,0.0,0.0
100,198,62,31,105,24.110332516225945,45.13619382491226,4.747082814563439,2.6666666666666665,6.817438692098093,25.272727272727273,32.70967741935484,28.983870967741936,0.00930192288514369,0.19067818454143298
200,381,175,84,122,33.44909523987729,56.23772434947739,4.668334715519134,2.6692913385826773,6.90587044534413,35.816272965879264,43.73142857142857,34.46857142857143,0.010009307896834862,0.24537102991396562
300,569,310,145,114,36.21429825044681,62.86932635463855,4.656892823348455,2.6871704745166958,6.91,41.28998242530756,50.33548387096774,36.83225806451613,0.010011431045882459,0.2666406669290484
400,742,437,205,100,37.21089585560547,65.76804499889646,4.651383717796908,2.700808625336927,6.856545378502719,44.18867924528302,53.15560640732266,37.35469107551487,0.010064000680677272,0.2762815299117363
500,917,539,260,118,38.14119447347138,67.50199980858896,4.6605388299600286,2.6848418756815704,6.843702834143888,44.50272628135224,54.93320964749536,38.224489795918366,0.009907282826428282,0.2740321748560249
600,1096,664,320,112,38.11345817146493,68.52428126725975,4.656896989615683,2.68521897810219,6.825993555316864,46.386861313868614,55.91566265060241,38.924698795180724,0.009963852689706633,0.2787102615350461
700,1269,786,365,118,38.09695062804594,70.4533400504472,4.655470603395468,2.68715524034673,6.842372308039238,47.82111899133176,57.87531806615776,39.708651399491096,0.009770677159769488,0.28184514922668946
800,1442,926,407,109,38.84315840025674,70.35408694038877,4.652068352955277,2.6851595006934814,6.848804016143321,48.250346740638,57.77645788336933,39.570194384449245,0.009748852942050778,0.2819714949297528
900,1614,1054,455,105,38.462315382272514,70.5784922491738,4.662790364255504,2.68091697645601,6.88296011196641,48.75216852540272,57.98481973434535,39.72675521821632,0.009848648093992033,0.2811663428233496
1000,1805,1188,501,116,38.3189562031037,70.80605478819339,4.66839425224135,2.67202216066482,6.883111775348069,48.4792243767313,58.225589225589225,39.90993265993266,0.009840055137480914,0.28123062108810604
