time,node,decisions
1000,pop0,223
1000,pop1,153
1000,pop2,2603
1000,pop3,1920
1000,pop4,2805
1000,pop5,471
1000,pop6,613
1000,pop7,763
1000,pop8,934
1000,pop9,802
1000,pop10,408
1000,pop11,1055
1000,pop12,253
1000,pop13,163
1000,pop14,1027
1000,pop15,3302
1000,pop16,2076
1000,pop17,2267
1000,pop18,1671
1000,pop19,524
1000,pop20,4934
1000,pop21,3035
1000,pop22,995
1000,pop23,1063
1000,pop24,3746
1000,pop25,789
1000,pop26,1618
1000,pop27,2178
1000,pop28,592
1000,pop29,2299
1000,pop30,153
1000,pop31,878
1000,pop32,551
1000,pop33,2603
1000,pop34,69
1000,pop35,668
1000,pop36,51
1000,pop37,399
1000,pop38,770
1000,pop39,35
1000,pop40,1253
1000,pop41,4587
1000,pop42,909
1000,pop43,493
1000,pop44,3178
1000,pop45,3201
1000,pop46,248
1000,pop47,2042
1000,pop48,382
1000,pop49,1377
1000,pop50,619
1000,pop51,1875
1000,pop52,578
1000,pop53,878
1000,pop54,239
1000,pop55,288
1000,pop56,267
1000,pop57,566
1000,pop58,1101
1000,pop59,411
1000,pop60,2105
1000,pop61,2600
1000,pop62,1330
1000,pop63,0
1000,pop64,1152
1000,pop65,1251
1000,pop66,2187
1000,pop67,2171
1000,pop68,224
1000,pop69,0
1000,pop70,3527
1000,pop71,371
1000,pop72,578
1000,pop73,288
1000,pop74,211
1000,pop75,182
1000,pop76,632
1000,pop77,2235
1000,pop78,696
1000,pop79,1576
1000,pop80,1495
1000,pop81,1913
1000,pop82,795
1000,pop83,151
1000,pop84,8
1000,pop85,708
1000,pop86,1475
1000,pop87,880
1000,pop88,536
1000,pop89,411
1000,pop90,1645
1000,pop91,2297
1000,pop92,934
1000,pop93,4117
1000,pop94,3856
1000,pop95,2312
1000,pop96,2172
1000,pop97,2659
1000,pop98,525
1000,pop99,705
1000,pop100,3031
1000,pop101,812
1000,pop102,1131
1000,pop103,2994
1000,pop104,0
1000,pop105,578
1000,pop106,2461
1000,pop107,1268
1000,pop108,658
1000,pop109,846
1000,pop110,1705
1000,pop111,1535
1000,pop112,1914
1000,pop113,718
1000,pop114,1764
1000,pop115,2415
1000,pop116,2086
1000,pop117,801
1000,pop118,141
1000,pop119,143
1000,pop120,2477
1000,pop121,1742
1000,pop122,400
1000,pop123,2080
1000,pop124,3296
1000,pop125,5897
1000,pop126,1024
1000,pop127,1427
1000,pop128,4991
1000,pop129,3000
1000,pop130,3453
1000,pop131,6436
1000,pop132,3820
1000,pop133,3098
1000,pop134,511
1000,pop135,732
1000,pop136,532
1000,pop137,725
1000,pop138,709
1000,pop139,2102
1000,pop140,2164
1000,pop141,4275
1000,pop142,1753
1000,pop143,148
1000,pop144,4470
1000,pop145,1321
1000,pop146,1346
1000,pop147,741
1000,pop148,2843
