time,node,decisions
1000,pop0,120
1000,pop1,128
1000,pop2,2011
1000,pop3,2032
1000,pop4,21
1000,pop5,24
1000,pop6,18
1000,pop7,625
1000,pop8,532
1000,pop9,281
1000,pop10,456
1000,pop11,253
1000,pop12,235
1000,pop13,157
1000,pop14,746
1000,pop15,687
1000,pop16,1414
1000,pop17,1719
1000,pop18,1750
1000,pop19,270
1000,pop20,3454
1000,pop21,1103
1000,pop22,259
1000,pop23,360
1000,pop24,1382
1000,pop25,662
1000,pop26,671
1000,pop27,2432
1000,pop28,551
1000,pop29,906
1000,pop30,221
1000,pop31,440
1000,pop32,518
1000,pop33,1669
1000,pop34,1709
1000,pop35,375
1000,pop36,384
1000,pop37,152
1000,pop38,888
1000,pop39,298
1000,pop40,726
1000,pop41,3209
1000,pop42,311
1000,pop43,188
1000,pop44,2098
1000,pop45,2172
1000,pop46,569
1000,pop47,187
1000,pop48,320
1000,pop49,1053
1000,pop50,629
1000,pop51,2470
1000,pop52,31
1000,pop53,775
1000,pop54,347
1000,pop55,161
1000,pop56,195
1000,pop57,367
1000,pop58,916
1000,pop59,361
1000,pop60,2
1000,pop61,1951
1000,pop62,1860
1000,pop63,611
1000,pop64,567
1000,pop65,1
1000,pop66,660
1000,pop67,789
1000,pop68,240
1000,pop69,0
1000,pop70,3896
1000,pop71,301
1000,pop72,1105
1000,pop73,962
1000,pop74,213
1000,pop75,198
1000,pop76,297
1000,pop77,3244
1000,pop78,236
1000,pop79,636
1000,pop80,372
1000,pop81,771
1000,pop82,717
1000,pop83,201
1000,pop84,164
1000,pop85,75
1000,pop86,598
1000,pop87,1262
1000,pop88,150
1000,pop89,211
1000,pop90,12
1000,pop91,785
1000,pop92,827
1000,pop93,1340
1000,pop94,3380
1000,pop95,1253
1000,pop96,1382
1000,pop97,746
1000,pop98,9
1000,pop99,1374
1000,pop100,950
1000,pop101,750
1000,pop102,1032
1000,pop103,1653
1000,pop104,2
1000,pop105,1013
1000,pop106,858
1000,pop107,2257
1000,pop108,1820
1000,pop109,823
1000,pop110,2188
1000,pop111,6
1000,pop112,361
1000,pop113,555
1000,pop114,221
1000,pop115,44
1000,pop116,3054
1000,pop117,1523
1000,pop118,328
1000,pop119,104
1000,pop120,3493
1000,pop121,1690
1000,pop122,278
1000,pop123,3872
1000,pop124,3627
1000,pop125,5882
1000,pop126,1535
1000,pop127,1368
1000,pop128,2884
1000,pop129,1743
1000,pop130,825
1000,pop131,5505
1000,pop132,2289
1000,pop133,1190
1000,pop134,317
1000,pop135,168
1000,pop136,0
1000,pop137,238
1000,pop138,270
1000,pop139,837
1000,pop140,1753
1000,pop141,3827
1000,pop142,953
1000,pop143,0
1000,pop144,3935
1000,pop145,1736
1000,pop146,162
1000,pop147,157
1000,pop148,1263
