time,node,decisions
1000,pop0,154
1000,pop1,380
1000,pop2,2862
1000,pop3,3603
1000,pop4,432
1000,pop5,790
1000,pop6,444
1000,pop7,941
1000,pop8,3085
1000,pop9,1548
1000,pop10,534
1000,pop11,665
1000,pop12,226
1000,pop13,417
1000,pop14,1890
1000,pop15,2043
1000,pop16,1657
1000,pop17,2817
1000,pop18,3008
1000,pop19,998
1000,pop20,5116
1000,pop21,1131
1000,pop22,460
1000,pop23,545
1000,pop24,3056
1000,pop25,2888
1000,pop26,912
1000,pop27,3497
1000,pop28,1150
1000,pop29,2640
1000,pop30,225
1000,pop31,1591
1000,pop32,1401
1000,pop33,2510
1000,pop34,4008
1000,pop35,1258
1000,pop36,827
1000,pop37,711
1000,pop38,1554
1000,pop39,1058
1000,pop40,1513
1000,pop41,5870
1000,pop42,586
1000,pop43,659
1000,pop44,3634
1000,pop45,4088
1000,pop46,646
1000,pop47,1169
1000,pop48,1208
1000,pop49,1570
1000,pop50,1912
1000,pop51,5861
1000,pop52,1213
1000,pop53,1724
1000,pop54,1045
1000,pop55,940
1000,pop56,960
1000,pop57,1639
1000,pop58,5415
1000,pop59,1453
1000,pop60,691
1000,pop61,4916
1000,pop62,3855
1000,pop63,945
1000,pop64,1040
1000,pop65,33
1000,pop66,1014
1000,pop67,1182
1000,pop68,213
1000,pop69,245
1000,pop70,6876
1000,pop71,715
1000,pop72,3157
1000,pop73,1850
1000,pop74,218
1000,pop75,643
1000,pop76,917
1000,pop77,4332
1000,pop78,393
1000,pop79,1439
1000,pop80,987
1000,pop81,1776
1000,pop82,864
1000,pop83,756
1000,pop84,605
1000,pop85,159
1000,pop86,1273
1000,pop87,3612
1000,pop88,625
1000,pop89,3496
1000,pop90,712
1000,pop91,1346
1000,pop92,1215
1000,pop93,2230
1000,pop94,4718
1000,pop95,1971
1000,pop96,1801
1000,pop97,1672
1000,pop98,113
1000,pop99,2341
1000,pop100,1553
1000,pop101,1222
1000,pop102,1713
1000,pop103,3809
1000,pop104,0
1000,pop105,1526
1000,pop106,2525
1000,pop107,3164
1000,pop108,2343
1000,pop109,1199
1000,pop110,2462
1000,pop111,466
1000,pop112,1040
1000,pop113,1334
1000,pop114,1382
1000,pop115,190
1000,pop116,4248
1000,pop117,4001
1000,pop118,2018
1000,pop119,2229
1000,pop120,8058
1000,pop121,2212
1000,pop122,929
1000,pop123,5863
1000,pop124,4838
1000,pop125,7925
1000,pop126,2142
1000,pop127,2518
1000,pop128,3654
1000,pop129,2898
1000,pop130,3231
1000,pop131,8185
1000,pop132,3924
1000,pop133,2627
1000,pop134,805
1000,pop135,577
1000,pop136,233
1000,pop137,945
1000,pop138,882
1000,pop139,2054
1000,pop140,4101
1000,pop141,5430
1000,pop142,3465
1000,pop143,0
1000,pop144,6959
1000,pop145,4562
1000,pop146,1488
1000,pop147,788
1000,pop148,2748
