time,node,decisions
1000,pop0,2141
1000,pop1,158
1000,pop2,5241
1000,pop3,3481
1000,pop4,2292
1000,pop5,1924
1000,pop6,2451
1000,pop7,819
1000,pop8,895
1000,pop9,807
1000,pop10,604
1000,pop11,4545
1000,pop12,219
1000,pop13,1931
1000,pop14,1671
1000,pop15,1370
1000,pop16,2675
1000,pop17,3040
1000,pop18,1544
1000,pop19,4388
1000,pop20,6391
1000,pop21,2895
1000,pop22,510
1000,pop23,511
1000,pop24,2450
1000,pop25,2615
1000,pop26,1786
1000,pop27,2186
1000,pop28,921
1000,pop29,3485
1000,pop30,155
1000,pop31,3768
1000,pop32,2073
1000,pop33,3650
1000,pop34,1624
1000,pop35,2067
1000,pop36,1492
1000,pop37,951
1000,pop38,535
1000,pop39,1455
1000,pop40,1843
1000,pop41,6025
1000,pop42,1281
1000,pop43,824
1000,pop44,3096
1000,pop45,3732
1000,pop46,276
1000,pop47,0
1000,pop48,3401
1000,pop49,2202
1000,pop50,1029
1000,pop51,1803
1000,pop52,1540
1000,pop53,1799
1000,pop54,563
1000,pop55,559
1000,pop56,3146
1000,pop57,834
1000,pop58,3628
1000,pop59,2161
1000,pop60,2832
1000,pop61,4059
1000,pop62,3098
1000,pop63,13
1000,pop64,1942
1000,pop65,1744
1000,pop66,1660
1000,pop67,660
1000,pop68,278
1000,pop69,227
1000,pop70,6078
1000,pop71,2003
1000,pop72,2502
1000,pop73,1998
1000,pop74,158
1000,pop75,1201
1000,pop76,316
1000,pop77,1160
1000,pop78,135
1000,pop79,4190
1000,pop80,3431
1000,pop81,2864
1000,pop82,762
1000,pop83,102
1000,pop84,401
1000,pop85,534
1000,pop86,2592
1000,pop87,2080
1000,pop88,2093
1000,pop89,4112
1000,pop90,1071
1000,pop91,1052
1000,pop92,886
1000,pop93,4639
1000,pop94,4483
1000,pop95,5136
1000,pop96,4153
1000,pop97,45
1000,pop98,3643
1000,pop99,1279
1000,pop100,1152
1000,pop101,1826
1000,pop102,1822
1000,pop103,3277
1000,pop104,2715
1000,pop105,1493
1000,pop106,545
1000,pop107,1807
1000,pop108,1766
1000,pop109,1457
1000,pop110,1938
1000,pop111,1092
1000,pop112,1682
1000,pop113,1408
1000,pop114,2894
1000,pop115,1419
1000,pop116,1699
1000,pop117,3969
1000,pop118,2402
1000,pop119,4422
1000,pop120,5952
1000,pop121,1262
1000,pop122,596
1000,pop123,5384
1000,pop124,4988
1000,pop125,6976
1000,pop126,1521
1000,pop127,1683
1000,pop128,4739
1000,pop129,5172
1000,pop130,5348
1000,pop131,6440
1000,pop132,2870
1000,pop133,5046
1000,pop134,3323
1000,pop135,1366
1000,pop136,1213
1000,pop137,606
1000,pop138,660
1000,pop139,3171
1000,pop140,1589
1000,pop141,4048
1000,pop142,5213
1000,pop143,1762
1000,pop144,6238
1000,pop145,290
1000,pop146,385
1000,pop147,1333
1000,pop148,3463
