time,node,decisions
1000,pop0,726
1000,pop1,807
1000,pop2,2280
1000,pop3,3431
1000,pop4,388
1000,pop5,475
1000,pop6,285
1000,pop7,159
1000,pop8,144
1000,pop9,250
1000,pop10,215
1000,pop11,3728
1000,pop12,457
1000,pop13,668
1000,pop14,1419
1000,pop15,2284
1000,pop16,900
1000,pop17,3025
1000,pop18,1437
1000,pop19,1017
1000,pop20,6879
1000,pop21,3359
1000,pop22,993
1000,pop23,998
1000,pop24,1470
1000,pop25,730
1000,pop26,1994
1000,pop27,2615
1000,pop28,1044
1000,pop29,3833
1000,pop30,211
1000,pop31,1516
1000,pop32,779
1000,pop33,1779
1000,pop34,964
1000,pop35,587
1000,pop36,838
1000,pop37,735
1000,pop38,422
1000,pop39,1011
1000,pop40,1623
1000,pop41,4931
1000,pop42,564
1000,pop43,551
1000,pop44,3919
1000,pop45,3960
1000,pop46,0
1000,pop47,597
1000,pop48,3431
1000,pop49,1593
1000,pop50,729
1000,pop51,3286
1000,pop52,1447
1000,pop53,1776
1000,pop54,1064
1000,pop55,808
1000,pop56,993
1000,pop57,794
1000,pop58,2262
1000,pop59,1195
1000,pop60,228
1000,pop61,3000
1000,pop62,2747
1000,pop63,591
1000,pop64,1834
1000,pop65,233
1000,pop66,779
1000,pop67,477
1000,pop68,153
1000,pop69,191
1000,pop70,4906
1000,pop71,2944
1000,pop72,2029
1000,pop73,1104
1000,pop74,35
1000,pop75,864
1000,pop76,585
1000,pop77,2507
1000,pop78,2140
1000,pop79,2329
1000,pop80,1208
1000,pop81,3304
1000,pop82,1754
1000,pop83,439
1000,pop84,442
1000,pop85,1765
1000,pop86,2673
1000,pop87,1240
1000,pop88,314
1000,pop89,184
1000,pop90,1408
1000,pop91,707
1000,pop92,664
1000,pop93,4791
1000,pop94,5163
1000,pop95,2971
1000,pop96,4765
1000,pop97,1970
1000,pop98,2618
1000,pop99,1036
1000,pop100,4023
1000,pop101,866
1000,pop102,859
1000,pop103,1833
1000,pop104,212
1000,pop105,721
1000,pop106,243
1000,pop107,1157
1000,pop108,509
1000,pop109,804
1000,pop110,2097
1000,pop111,704
1000,pop112,1719
1000,pop113,2055
1000,pop114,5530
1000,pop115,2154
1000,pop116,4081
1000,pop117,2434
1000,pop118,554
1000,pop119,853
1000,pop120,7005
1000,pop121,1963
1000,pop122,210
1000,pop123,2536
1000,pop124,5338
1000,pop125,9488
1000,pop126,4123
1000,pop127,1669
1000,pop128,3645
1000,pop129,3740
1000,pop130,4669
1000,pop131,6823
1000,pop132,2402
1000,pop133,3502
1000,pop134,3426
1000,pop135,1252
1000,pop136,222
1000,pop137,956
1000,pop138,767
1000,pop139,3360
1000,pop140,2038
1000,pop141,9114
1000,pop142,3784
1000,pop143,834
1000,pop144,6289
1000,pop145,36
1000,pop146,645
1000,pop147,996
1000,pop148,2484
