time,node,decisions
1000,pop0,225
1000,pop1,232
1000,pop2,3919
1000,pop3,2695
1000,pop4,1130
1000,pop5,1337
1000,pop6,1128
1000,pop7,1113
1000,pop8,2111
1000,pop9,2284
1000,pop10,844
1000,pop11,1417
1000,pop12,1
1000,pop13,910
1000,pop14,2676
1000,pop15,1079
1000,pop16,1297
1000,pop17,4552
1000,pop18,357
1000,pop19,867
1000,pop20,6887
1000,pop21,1663
1000,pop22,1744
1000,pop23,1547
1000,pop24,2586
1000,pop25,873
1000,pop26,1870
1000,pop27,2185
1000,pop28,247
1000,pop29,2061
1000,pop30,524
1000,pop31,3723
1000,pop32,2075
1000,pop33,2859
1000,pop34,1819
1000,pop35,1329
1000,pop36,728
1000,pop37,1050
1000,pop38,1122
1000,pop39,805
1000,pop40,893
1000,pop41,3518
1000,pop42,599
1000,pop43,647
1000,pop44,2414
1000,pop45,2874
1000,pop46,576
1000,pop47,4
1000,pop48,673
1000,pop49,1604
1000,pop50,260
1000,pop51,2626
1000,pop52,250
1000,pop53,250
1000,pop54,246
1000,pop55,247
1000,pop56,553
1000,pop57,790
1000,pop58,582
1000,pop59,841
1000,pop60,209
1000,pop61,4799
1000,pop62,4122
1000,pop63,917
1000,pop64,624
1000,pop65,292
1000,pop66,987
1000,pop67,1139
1000,pop68,600
1000,pop69,631
1000,pop70,5560
1000,pop71,1515
1000,pop72,3005
1000,pop73,1711
1000,pop74,1
1000,pop75,668
1000,pop76,298
1000,pop77,1559
1000,pop78,1412
1000,pop79,3378
1000,pop80,2722
1000,pop81,5141
1000,pop82,2210
1000,pop83,222
1000,pop84,525
1000,pop85,1625
1000,pop86,1529
1000,pop87,1919
1000,pop88,895
1000,pop89,753
1000,pop90,47
1000,pop91,4097
1000,pop92,3233
1000,pop93,3715
1000,pop94,7003
1000,pop95,649
1000,pop96,718
1000,pop97,2769
1000,pop98,695
1000,pop99,655
1000,pop100,3927
1000,pop101,762
1000,pop102,930
1000,pop103,3306
1000,pop104,675
1000,pop105,1334
1000,pop106,3161
1000,pop107,1677
1000,pop108,1026
1000,pop109,2586
1000,pop110,3805
1000,pop111,19
1000,pop112,1205
1000,pop113,547
1000,pop114,3467
1000,pop115,2538
1000,pop116,2820
1000,pop117,100
1000,pop118,377
1000,pop119,766
1000,pop120,2980
1000,pop121,1537
1000,pop122,403
1000,pop123,1754
1000,pop124,3839
1000,pop125,7555
1000,pop126,1794
1000,pop127,1454
1000,pop128,3927
1000,pop129,4300
1000,pop130,7194
1000,pop131,8717
1000,pop132,4386
1000,pop133,5112
1000,pop134,1727
1000,pop135,985
1000,pop136,973
1000,pop137,1731
1000,pop138,1644
1000,pop139,1740
1000,pop140,5773
1000,pop141,5529
1000,pop142,1908
1000,pop143,243
1000,pop144,5525
1000,pop145,839
1000,pop146,0
1000,pop147,732
1000,pop148,4542
