time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,5,0,0,5,0,0,0,2.6,0,0.0,0,0,0.0,0.0
100,122,48,28,46,14.615364724065952,41.65496388202164,4.922468355196421,2.680327868852459,5.286343612334802,19.672131147540984,28.520833333333332,22.458333333333332,0.024584555229716497,0.17892921146953406
200,230,128,60,42,15.409203247198358,46.05275346633587,4.963485531471242,2.6869565217391305,5.519157088122605,25.05217391304348,32.78125,24.46875,0.02488197216366924,0.18808070218714057
300,337,204,85,48,17.13925629595289,48.302815094823714,4.972379163107191,2.6765578635014835,5.61519146264909,26.543026706231455,35.1078431372549,25.441176470588236,0.02404554467343616,0.18872549019607868
400,459,291,110,58,16.740790912571804,48.35926533259679,4.958430408601405,2.6753812636165577,5.6703146374829005,27.091503267973856,35.085910652920965,25.0893470790378,0.02503686288169032,0.19275472940613045
500,573,381,145,47,18.777058300461025,49.46639799014905,5.004658927408475,2.682373472949389,5.710134656272148,28.12216404886562,36.112860892388454,24.965879265091864,0.02571966133584203,0.19485065851364028
600,687,457,184,46,19.85154906361951,49.30119991023151,5.012680283966101,2.6695778748180494,5.752,28.25764192139738,35.88840262582057,24.73741794310722,0.02616838805305791,0.19823116893264553
700,799,539,214,46,19.80235796313093,49.58242086907431,5.008896295577414,2.6595744680851063,5.777196913119243,29.0450563204005,36.2708719851577,24.426716141001855,0.02619099872581817,0.20309667506742732
800,918,613,251,54,19.801653316793573,50.34590344723672,5.009579269693612,2.6655773420479303,5.797585686570382,29.297385620915033,37.044045676998365,24.836867862969005,0.026414106510859278,0.20479776165246108
900,1041,705,285,51,19.202109211563407,50.8834945844672,5.001987747715198,2.6676272814601343,5.805755395683454,29.45821325648415,37.52624113475177,24.95744680851064,0.026499840121999928,0.20746457318722927
1000,1155,788,322,45,19.526247216047725,50.87225309272292,4.996420219780085,2.6675324675324674,5.805687203791469,29.696969696969695,37.56472081218274,24.913705583756347,0.026641345183125224,0.2104415088901026
