time,node,decisions
1000,pop0,241
1000,pop1,341
1000,pop2,1722
1000,pop3,1651
1000,pop4,1356
1000,pop5,2969
1000,pop6,1607
1000,pop7,1706
1000,pop8,1530
1000,pop9,1365
1000,pop10,273
1000,pop11,1625
1000,pop12,793
1000,pop13,120
1000,pop14,1522
1000,pop15,1145
1000,pop16,3995
1000,pop17,2647
1000,pop18,3110
1000,pop19,1862
1000,pop20,7216
1000,pop21,1092
1000,pop22,1309
1000,pop23,978
1000,pop24,1476
1000,pop25,1448
1000,pop26,1322
1000,pop27,2185
1000,pop28,2588
1000,pop29,4345
1000,pop30,350
1000,pop31,938
1000,pop32,1936
1000,pop33,1002
1000,pop34,1913
1000,pop35,2088
1000,pop36,697
1000,pop37,3541
1000,pop38,2303
1000,pop39,907
1000,pop40,2047
1000,pop41,6868
1000,pop42,740
1000,pop43,1205
1000,pop44,3071
1000,pop45,4394
1000,pop46,0
1000,pop47,231
1000,pop48,270
1000,pop49,3169
1000,pop50,973
1000,pop51,5942
1000,pop52,1140
1000,pop53,813
1000,pop54,4452
1000,pop55,1063
1000,pop56,1479
1000,pop57,1439
1000,pop58,1386
1000,pop59,1646
1000,pop60,580
1000,pop61,1802
1000,pop62,1496
1000,pop63,244
1000,pop64,1905
1000,pop65,2229
1000,pop66,1608
1000,pop67,835
1000,pop68,849
1000,pop69,480
1000,pop70,5115
1000,pop71,523
1000,pop72,2339
1000,pop73,1942
1000,pop74,1340
1000,pop75,776
1000,pop76,2287
1000,pop77,3378
1000,pop78,814
1000,pop79,4060
1000,pop80,3549
1000,pop81,2170
1000,pop82,2863
1000,pop83,174
1000,pop84,562
1000,pop85,1117
1000,pop86,2679
1000,pop87,3935
1000,pop88,724
1000,pop89,983
1000,pop90,4243
1000,pop91,5229
1000,pop92,2059
1000,pop93,2250
1000,pop94,4579
1000,pop95,2587
1000,pop96,2035
1000,pop97,1599
1000,pop98,1710
1000,pop99,5626
1000,pop100,1917
1000,pop101,2031
1000,pop102,2497
1000,pop103,4045
1000,pop104,232
1000,pop105,2895
1000,pop106,468
1000,pop107,3068
1000,pop108,2590
1000,pop109,3409
1000,pop110,4450
1000,pop111,4885
1000,pop112,3925
1000,pop113,635
1000,pop114,3046
1000,pop115,2311
1000,pop116,3720
1000,pop117,2536
1000,pop118,2542
1000,pop119,480
1000,pop120,2497
1000,pop121,2901
1000,pop122,2351
1000,pop123,3290
1000,pop124,5964
1000,pop125,6030
1000,pop126,2158
1000,pop127,1760
1000,pop128,2016
1000,pop129,3242
1000,pop130,5371
1000,pop131,9270
1000,pop132,2616
1000,pop133,2039
1000,pop134,7056
1000,pop135,1024
1000,pop136,144
1000,pop137,2031
1000,pop138,2228
1000,pop139,1804
1000,pop140,5451
1000,pop141,8426
1000,pop142,4426
1000,pop143,449
1000,pop144,6853
1000,pop145,3765
1000,pop146,1150
1000,pop147,527
1000,pop148,2734
