time,node,decisions
1000,pop0,758
1000,pop1,0
1000,pop2,1532
1000,pop3,1919
1000,pop4,450
1000,pop5,674
1000,pop6,713
1000,pop7,1084
1000,pop8,1439
1000,pop9,1620
1000,pop10,2110
1000,pop11,2245
1000,pop12,862
1000,pop13,590
1000,pop14,2974
1000,pop15,3938
1000,pop16,1175
1000,pop17,4334
1000,pop18,593
1000,pop19,2958
1000,pop20,8585
1000,pop21,1494
1000,pop22,1822
1000,pop23,1406
1000,pop24,5666
1000,pop25,5795
1000,pop26,1316
1000,pop27,4393
1000,pop28,688
1000,pop29,3277
1000,pop30,0
1000,pop31,980
1000,pop32,1056
1000,pop33,3073
1000,pop34,1021
1000,pop35,946
1000,pop36,1316
1000,pop37,1030
1000,pop38,1397
1000,pop39,1268
1000,pop40,1678
1000,pop41,5245
1000,pop42,1210
1000,pop43,1224
1000,pop44,1763
1000,pop45,1595
1000,pop46,216
1000,pop47,476
1000,pop48,922
1000,pop49,925
1000,pop50,4372
1000,pop51,2639
1000,pop52,1226
1000,pop53,1629
1000,pop54,580
1000,pop55,1225
1000,pop56,2824
1000,pop57,2520
1000,pop58,2560
1000,pop59,2694
1000,pop60,0
1000,pop61,3921
1000,pop62,2892
1000,pop63,231
1000,pop64,1702
1000,pop65,738
1000,pop66,1308
1000,pop67,1652
1000,pop68,1171
1000,pop69,0
1000,pop70,6106
1000,pop71,2245
1000,pop72,966
1000,pop73,897
1000,pop74,3773
1000,pop75,1630
1000,pop76,1729
1000,pop77,2100
1000,pop78,3297
1000,pop79,3354
1000,pop80,498
1000,pop81,4238
1000,pop82,1632
1000,pop83,991
1000,pop84,1029
1000,pop85,1778
1000,pop86,3127
1000,pop87,3640
1000,pop88,3294
1000,pop89,915
1000,pop90,932
1000,pop91,1501
1000,pop92,1516
1000,pop93,3093
1000,pop94,7955
1000,pop95,1437
1000,pop96,503
1000,pop97,1693
1000,pop98,3925
1000,pop99,2339
1000,pop100,3366
1000,pop101,1819
1000,pop102,1591
1000,pop103,5626
1000,pop104,421
1000,pop105,3513
1000,pop106,2913
1000,pop107,3059
1000,pop108,2525
1000,pop109,2475
1000,pop110,3502
1000,pop111,1852
1000,pop112,3689
1000,pop113,2414
1000,pop114,3484
1000,pop115,3032
1000,pop116,6573
1000,pop117,2875
1000,pop118,1132
1000,pop119,1117
1000,pop120,5164
1000,pop121,2695
1000,pop122,3284
1000,pop123,2624
1000,pop124,4791
1000,pop125,6598
1000,pop126,882
1000,pop127,635
1000,pop128,1781
1000,pop129,5285
1000,pop130,7175
1000,pop131,8695
1000,pop132,4061
1000,pop133,2872
1000,pop134,2565
1000,pop135,779
1000,pop136,515
1000,pop137,1387
1000,pop138,1819
1000,pop139,3241
1000,pop140,2157
1000,pop141,5834
1000,pop142,4501
1000,pop143,269
1000,pop144,7339
1000,pop145,1644
1000,pop146,629
1000,pop147,756
1000,pop148,4044
