time,node,decisions
1000,pop0,0
1000,pop1,0
1000,pop2,2672
1000,pop3,1654
1000,pop4,0
1000,pop5,2
1000,pop6,244
1000,pop7,471
1000,pop8,469
1000,pop9,469
1000,pop10,0
1000,pop11,438
1000,pop12,1
1000,pop13,620
1000,pop14,1336
1000,pop15,1159
1000,pop16,236
1000,pop17,1882
1000,pop18,844
1000,pop19,498
1000,pop20,6494
1000,pop21,965
1000,pop22,442
1000,pop23,332
1000,pop24,2032
1000,pop25,1611
1000,pop26,1621
1000,pop27,1483
1000,pop28,1008
1000,pop29,2044
1000,pop30,0
1000,pop31,333
1000,pop32,778
1000,pop33,2750
1000,pop34,744
1000,pop35,831
1000,pop36,0
1000,pop37,579
1000,pop38,197
1000,pop39,208
1000,pop40,397
1000,pop41,1417
1000,pop42,187
1000,pop43,618
1000,pop44,737
1000,pop45,764
1000,pop46,0
1000,pop47,0
1000,pop48,301
1000,pop49,672
1000,pop50,310
1000,pop51,1046
1000,pop52,236
1000,pop53,329
1000,pop54,228
1000,pop55,235
1000,pop56,442
1000,pop57,316
1000,pop58,230
1000,pop59,396
1000,pop60,226
1000,pop61,3025
1000,pop62,1719
1000,pop63,230
1000,pop64,853
1000,pop65,0
1000,pop66,425
1000,pop67,1117
1000,pop68,1
1000,pop69,293
1000,pop70,2601
1000,pop71,810
1000,pop72,761
1000,pop73,1076
1000,pop74,221
1000,pop75,0
1000,pop76,303
1000,pop77,2892
1000,pop78,1156
1000,pop79,3239
1000,pop80,1502
1000,pop81,2871
1000,pop82,1124
1000,pop83,406
1000,pop84,0
1000,pop85,1177
1000,pop86,2021
1000,pop87,501
1000,pop88,1282
1000,pop89,780
1000,pop90,995
1000,pop91,856
1000,pop92,1133
1000,pop93,483
1000,pop94,4509
1000,pop95,988
1000,pop96,0
1000,pop97,260
1000,pop98,67
1000,pop99,899
1000,pop100,637
1000,pop101,430
1000,pop102,704
1000,pop103,912
1000,pop104,608
1000,pop105,422
1000,pop106,2
1000,pop107,1096
1000,pop108,532
1000,pop109,1591
1000,pop110,2108
1000,pop111,1156
1000,pop112,832
1000,pop113,701
1000,pop114,413
1000,pop115,932
1000,pop116,1445
1000,pop117,322
1000,pop118,0
1000,pop119,0
1000,pop120,921
1000,pop121,1499
1000,pop122,199
1000,pop123,752
1000,pop124,3050
1000,pop125,4697
1000,pop126,1036
1000,pop127,731
1000,pop128,1361
1000,pop129,3384
1000,pop130,3577
1000,pop131,7464
1000,pop132,1444
1000,pop133,2294
1000,pop134,235
1000,pop135,1001
1000,pop136,623
1000,pop137,50
1000,pop138,358
1000,pop139,1759
1000,pop140,2162
1000,pop141,3038
1000,pop142,1551
1000,pop143,0
1000,pop144,4369
1000,pop145,657
1000,pop146,184
1000,pop147,472
1000,pop148,1356
