time,node,decisions
1000,pop0,0
1000,pop1,0
1000,pop2,687
1000,pop3,670
1000,pop4,1130
1000,pop5,1941
1000,pop6,449
1000,pop7,216
1000,pop8,211
1000,pop9,217
1000,pop10,384
1000,pop11,499
1000,pop12,3
1000,pop13,334
1000,pop14,425
1000,pop15,147
1000,pop16,1271
1000,pop17,1917
1000,pop18,286
1000,pop19,538
1000,pop20,4545
1000,pop21,29
1000,pop22,404
1000,pop23,221
1000,pop24,608
1000,pop25,781
1000,pop26,206
1000,pop27,682
1000,pop28,684
1000,pop29,1770
1000,pop30,177
1000,pop31,626
1000,pop32,511
1000,pop33,2998
1000,pop34,340
1000,pop35,463
1000,pop36,453
1000,pop37,194
1000,pop38,602
1000,pop39,596
1000,pop40,1501
1000,pop41,1417
1000,pop42,664
1000,pop43,633
1000,pop44,277
1000,pop45,1179
1000,pop46,402
1000,pop47,186
1000,pop48,275
1000,pop49,1155
1000,pop50,577
1000,pop51,1662
1000,pop52,247
1000,pop53,453
1000,pop54,1213
1000,pop55,6
1000,pop56,608
1000,pop57,558
1000,pop58,2032
1000,pop59,585
1000,pop60,339
1000,pop61,3529
1000,pop62,4466
1000,pop63,224
1000,pop64,432
1000,pop65,225
1000,pop66,1573
1000,pop67,1057
1000,pop68,2034
1000,pop69,168
1000,pop70,4178
1000,pop71,543
1000,pop72,591
1000,pop73,361
1000,pop74,10
1000,pop75,292
1000,pop76,183
1000,pop77,798
1000,pop78,415
1000,pop79,3359
1000,pop80,907
1000,pop81,5189
1000,pop82,561
1000,pop83,426
1000,pop84,375
1000,pop85,560
1000,pop86,2952
1000,pop87,231
1000,pop88,543
1000,pop89,645
1000,pop90,1083
1000,pop91,1092
1000,pop92,353
1000,pop93,2836
1000,pop94,2398
1000,pop95,989
1000,pop96,890
1000,pop97,250
1000,pop98,533
1000,pop99,632
1000,pop100,1599
1000,pop101,431
1000,pop102,1962
1000,pop103,642
1000,pop104,1078
1000,pop105,699
1000,pop106,318
1000,pop107,1338
1000,pop108,736
1000,pop109,547
1000,pop110,1422
1000,pop111,889
1000,pop112,2440
1000,pop113,81
1000,pop114,2403
1000,pop115,2205
1000,pop116,3372
1000,pop117,177
1000,pop118,210
1000,pop119,211
1000,pop120,2375
1000,pop121,1443
1000,pop122,9
1000,pop123,1070
1000,pop124,2547
1000,pop125,3913
1000,pop126,563
1000,pop127,515
1000,pop128,878
1000,pop129,3795
1000,pop130,3423
1000,pop131,4894
1000,pop132,1863
1000,pop133,1406
1000,pop134,1590
1000,pop135,0
1000,pop136,0
1000,pop137,1301
1000,pop138,385
1000,pop139,391
1000,pop140,2537
1000,pop141,3803
1000,pop142,3462
1000,pop143,842
1000,pop144,3326
1000,pop145,718
1000,pop146,507
1000,pop147,445
1000,pop148,2316
