time,node,decisions
1000,pop0,142
1000,pop1,215
1000,pop2,1917
1000,pop3,3758
1000,pop4,155
1000,pop5,15
1000,pop6,11
1000,pop7,29
1000,pop8,202
1000,pop9,341
1000,pop10,235
1000,pop11,1438
1000,pop12,0
1000,pop13,0
1000,pop14,861
1000,pop15,992
1000,pop16,393
1000,pop17,1902
1000,pop18,627
1000,pop19,472
1000,pop20,4196
1000,pop21,205
1000,pop22,252
1000,pop23,225
1000,pop24,710
1000,pop25,462
1000,pop26,204
1000,pop27,2112
1000,pop28,1879
1000,pop29,2236
1000,pop30,1
1000,pop31,624
1000,pop32,1205
1000,pop33,1913
1000,pop34,1429
1000,pop35,1242
1000,pop36,291
1000,pop37,0
1000,pop38,8
1000,pop39,446
1000,pop40,74
1000,pop41,1960
1000,pop42,605
1000,pop43,371
1000,pop44,1191
1000,pop45,1498
1000,pop46,0
1000,pop47,229
1000,pop48,791
1000,pop49,857
1000,pop50,185
1000,pop51,940
1000,pop52,359
1000,pop53,506
1000,pop54,335
1000,pop55,135
1000,pop56,709
1000,pop57,14
1000,pop58,520
1000,pop59,317
1000,pop60,2
1000,pop61,3252
1000,pop62,3880
1000,pop63,0
1000,pop64,239
1000,pop65,3
1000,pop66,75
1000,pop67,221
1000,pop68,0
1000,pop69,769
1000,pop70,1381
1000,pop71,211
1000,pop72,2048
1000,pop73,1345
1000,pop74,131
1000,pop75,137
1000,pop76,0
1000,pop77,7
1000,pop78,271
1000,pop79,2084
1000,pop80,1944
1000,pop81,432
1000,pop82,129
1000,pop83,146
1000,pop84,147
1000,pop85,185
1000,pop86,2416
1000,pop87,403
1000,pop88,331
1000,pop89,339
1000,pop90,597
1000,pop91,333
1000,pop92,542
1000,pop93,684
1000,pop94,2816
1000,pop95,543
1000,pop96,2
1000,pop97,17
1000,pop98,334
1000,pop99,815
1000,pop100,1171
1000,pop101,297
1000,pop102,283
1000,pop103,752
1000,pop104,2
1000,pop105,267
1000,pop106,218
1000,pop107,316
1000,pop108,986
1000,pop109,245
1000,pop110,335
1000,pop111,791
1000,pop112,551
1000,pop113,259
1000,pop114,1349
1000,pop115,708
1000,pop116,1067
1000,pop117,1724
1000,pop118,11
1000,pop119,610
1000,pop120,1607
1000,pop121,380
1000,pop122,0
1000,pop123,4464
1000,pop124,2529
1000,pop125,4331
1000,pop126,345
1000,pop127,470
1000,pop128,1806
1000,pop129,3372
1000,pop130,2029
1000,pop131,5433
1000,pop132,2267
1000,pop133,892
1000,pop134,494
1000,pop135,213
1000,pop136,0
1000,pop137,213
1000,pop138,437
1000,pop139,2091
1000,pop140,1741
1000,pop141,3056
1000,pop142,1827
1000,pop143,772
1000,pop144,3717
1000,pop145,128
1000,pop146,607
1000,pop147,0
1000,pop148,1023
