time,node,decisions
1000,pop0,610
1000,pop1,800
1000,pop2,4743
1000,pop3,3489
1000,pop4,489
1000,pop5,979
1000,pop6,744
1000,pop7,927
1000,pop8,1596
1000,pop9,1348
1000,pop10,449
1000,pop11,1220
1000,pop12,4
1000,pop13,258
1000,pop14,2628
1000,pop15,2205
1000,pop16,1427
1000,pop17,1807
1000,pop18,2786
1000,pop19,976
1000,pop20,8116
1000,pop21,1762
1000,pop22,1601
1000,pop23,1238
1000,pop24,4315
1000,pop25,3237
1000,pop26,1478
1000,pop27,1650
1000,pop28,674
1000,pop29,3548
1000,pop30,0
1000,pop31,3180
1000,pop32,2471
1000,pop33,4899
1000,pop34,1904
1000,pop35,1987
1000,pop36,767
1000,pop37,305
1000,pop38,742
1000,pop39,1239
1000,pop40,1935
1000,pop41,5881
1000,pop42,1811
1000,pop43,1487
1000,pop44,3935
1000,pop45,3636
1000,pop46,631
1000,pop47,9
1000,pop48,1195
1000,pop49,3629
1000,pop50,1741
1000,pop51,3193
1000,pop52,881
1000,pop53,1139
1000,pop54,26
1000,pop55,22
1000,pop56,605
1000,pop57,1631
1000,pop58,1165
1000,pop59,643
1000,pop60,405
1000,pop61,5851
1000,pop62,5922
1000,pop63,453
1000,pop64,2035
1000,pop65,265
1000,pop66,1464
1000,pop67,1914
1000,pop68,4
1000,pop69,223
1000,pop70,5350
1000,pop71,3028
1000,pop72,3323
1000,pop73,1941
1000,pop74,234
1000,pop75,740
1000,pop76,516
1000,pop77,1684
1000,pop78,1096
1000,pop79,4603
1000,pop80,1661
1000,pop81,5698
1000,pop82,1007
1000,pop83,4
1000,pop84,599
1000,pop85,1708
1000,pop86,3003
1000,pop87,1628
1000,pop88,3016
1000,pop89,3313
1000,pop90,2254
1000,pop91,1711
1000,pop92,1393
1000,pop93,3469
1000,pop94,3936
1000,pop95,1023
1000,pop96,902
1000,pop97,2498
1000,pop98,1368
1000,pop99,677
1000,pop100,3095
1000,pop101,1233
1000,pop102,2114
1000,pop103,2823
1000,pop104,247
1000,pop105,1720
1000,pop106,902
1000,pop107,4216
1000,pop108,2025
1000,pop109,2416
1000,pop110,4274
1000,pop111,3674
1000,pop112,2808
1000,pop113,3820
1000,pop114,2512
1000,pop115,1145
1000,pop116,6126
1000,pop117,2550
1000,pop118,1725
1000,pop119,975
1000,pop120,6629
1000,pop121,2893
1000,pop122,1104
1000,pop123,1524
1000,pop124,3725
1000,pop125,7345
1000,pop126,1755
1000,pop127,1800
1000,pop128,4322
1000,pop129,6470
1000,pop130,6994
1000,pop131,8028
1000,pop132,2206
1000,pop133,3837
1000,pop134,1784
1000,pop135,927
1000,pop136,650
1000,pop137,1599
1000,pop138,1193
1000,pop139,3641
1000,pop140,2808
1000,pop141,6977
1000,pop142,3732
1000,pop143,872
1000,pop144,6741
1000,pop145,1596
1000,pop146,521
1000,pop147,1002
1000,pop148,2864
