time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,26,0,0,26,0,0,0,2.769230769230769,0,0.0,0,0,0.0,0.0
100,585,343,0,242,0,38.14514175200175,4.699568218790542,2.663247863247863,6.093191694833414,21.570940170940172,25.70262390670554,15.466472303206997,0.3834700907519931,0.1159621406952538
200,1197,906,36,255,19.452748752863254,41.628811530724235,4.701949267103548,2.6758563074352546,6.213441955193483,25.48705096073517,29.198675496688743,16.82560706401766,0.4134923519000846,0.13044727061095338
300,1812,1467,65,280,19.11585133477142,42.25702867885243,4.701047752206146,2.6716335540838854,6.264095710831106,27.16169977924945,29.752556237218815,16.9945466939332,0.4180603302183703,0.13675528626364322
400,2411,2040,83,288,18.823657027522554,42.82425400881982,4.697180326897817,2.6632102861883036,6.327780862483805,28.360846121941105,30.349509803921567,17.17549019607843,0.4262454440730262,0.14000690809959032
500,3007,2637,112,258,19.15947679514532,43.33925023009558,4.699885895861364,2.6697705354173595,6.387793977580775,28.99467908214167,30.847174819871064,17.316647705726204,0.4257463988623109,0.140795936244467
600,3565,3166,139,260,18.570783770961427,43.62725974425689,4.698069205932004,2.6695652173913045,6.362170712417107,29.333800841514726,31.121604548325962,17.285849652558433,0.4262104845694938,0.14133330598234506
700,4145,3729,174,242,18.512948364917833,43.61074733604137,4.694637490044591,2.669481302774427,6.362311323201411,29.592038600723765,31.097345132743364,17.189863234111023,0.42428836993140406,0.14130290254770797
800,4739,4264,220,255,18.496807874208606,43.87041486669424,4.699809452074826,2.6710276429626503,6.352410854451671,29.885418864739396,31.358348968105066,17.19887429643527,0.42402857734057964,0.14238711959990005
900,5308,4838,229,241,18.57205362929186,44.00887046722013,4.692506819361847,2.671250941974378,6.384517056802748,30.111152976639037,31.504133939644483,17.272013228606863,0.42391936186555035,0.14181740584181787
1000,5895,5379,251,265,18.603357101035527,43.99923076516676,4.690023974717388,2.669380831212892,6.394834480025936,30.11484308736217,31.506413831567205,17.252835099460867,0.42414534445786267,0.14164807743273425
